secteur_activite,revenu_mensuel_estime_fcfa,volume_flux_mobile_money_fcfa,solde_epargne_mobile_fcfa,retards_paiement_6mois,taux_endettement,membre_cooperative_tontine,nb_depots_suspects_24h,ratio_retrait_immediat,changement_sim_recent,defaut_paiement,est_fraude
Salarie_Prive,370000.0,491000.0,127000.0,3,0.22,1,0,0.62,0,1,0
Fonctionnaire,510000.0,655000.0,117000.0,2,0.45,1,0,0.13,0,1,0
Planteur_Cacao,186000.0,144000.0,12000.0,0,0.07,0,0,0.19,0,0,0
Planteur_Cacao,696000.0,1002000.0,396000.0,0,0.25,1,2,0.59,0,0,1
Planteur_Cacao,238000.0,149000.0,49000.0,0,0.46,1,0,0.63,0,0,0
Artisan,238000.0,328000.0,42000.0,1,0.06,1,0,0.13,0,0,0
Fonctionnaire,394000.0,579000.0,27000.0,0,0.26,0,0,0.61,0,1,0
Commercant_Informel,334000.0,226000.0,9000.0,0,0.46,1,1,0.85,0,1,1
Salarie_Prive,418000.0,511000.0,34000.0,0,0.51,1,1,0.74,0,0,1
Salarie_Prive,476000.0,257000.0,62000.0,2,0.79,1,0,0.22,0,1,0
Planteur_Cacao,407000.0,369000.0,138000.0,0,0.57,1,1,0.63,0,0,1
Artisan,140000.0,142000.0,30000.0,0,0.38,0,1,0.7,0,0,1
Commercant_Informel,347000.0,375000.0,127000.0,1,0.79,1,0,0.13,0,1,0
Commercant_Informel,234000.0,336000.0,64000.0,1,0.68,1,0,0.86,0,1,0
Commercant_Informel,259000.0,304000.0,88000.0,1,0.21,1,0,0.91,0,0,0
Planteur_Cacao,221000.0,217000.0,65000.0,1,0.15,1,0,0.86,0,0,0
Planteur_Cacao,60000.0,79000.0,7000.0,1,0.59,1,0,0.83,0,1,0
Salarie_Prive,471000.0,684000.0,108000.0,2,0.5,1,0,0.76,0,1,0
Planteur_Cacao,834000.0,436000.0,114000.0,0,0.68,1,0,0.66,0,1,0
Salarie_Prive,618000.0,916000.0,43000.0,1,0.64,0,0,0.7,0,1,0
Planteur_Cacao,397000.0,232000.0,37000.0,0,0.55,1,0,0.82,0,0,0
Commercant_Informel,256000.0,337000.0,75000.0,0,0.84,0,1,0.69,0,1,1
Planteur_Cacao,404000.0,315000.0,126000.0,1,0.48,1,0,0.39,0,1,0
Commercant_Informel,329000.0,208000.0,42000.0,0,0.14,1,2,0.43,0,0,1
Salarie_Prive,323000.0,303000.0,100000.0,0,0.71,1,1,0.9,0,0,1
Planteur_Cacao,601000.0,687000.0,127000.0,0,0.25,1,0,0.12,0,0,0
Commercant_Informel,344000.0,303000.0,98000.0,3,0.67,0,0,0.72,0,1,0
Commercant_Informel,345000.0,191000.0,47000.0,1,0.82,0,0,0.95,0,1,0
Salarie_Prive,566000.0,622000.0,222000.0,0,0.61,0,1,0.73,1,0,1
Artisan,201000.0,282000.0,50000.0,3,0.53,1,2,0.98,0,1,1
Salarie_Prive,601000.0,531000.0,132000.0,0,0.42,1,2,0.71,0,0,1
Planteur_Cacao,507000.0,363000.0,94000.0,0,0.34,1,2,0.13,0,0,1
Planteur_Cacao,336000.0,317000.0,57000.0,1,0.33,0,1,0.84,0,1,1
Planteur_Cacao,297000.0,163000.0,12000.0,0,0.56,1,1,0.35,0,0,0
Commercant_Informel,289000.0,382000.0,21000.0,2,0.65,1,0,0.5,1,1,1
Planteur_Cacao,679000.0,900000.0,24000.0,2,0.59,1,1,0.38,0,1,0
Commercant_Informel,168000.0,183000.0,65000.0,0,0.21,1,0,0.34,0,0,0
Commercant_Informel,148000.0,126000.0,14000.0,0,0.45,0,0,0.48,0,1,0
Planteur_Cacao,430000.0,558000.0,56000.0,0,0.68,1,0,0.44,0,0,0
Salarie_Prive,508000.0,535000.0,160000.0,0,0.43,1,0,0.66,0,0,0
Planteur_Cacao,431000.0,572000.0,81000.0,0,0.48,1,0,0.82,0,0,0
Planteur_Cacao,444000.0,502000.0,107000.0,0,0.67,0,0,0.36,0,0,0
Salarie_Prive,467000.0,599000.0,49000.0,0,0.58,1,0,0.29,0,0,0
Commercant_Informel,414000.0,455000.0,175000.0,1,0.38,0,0,0.69,0,1,0
Salarie_Prive,260000.0,238000.0,82000.0,1,0.77,1,0,0.7,0,1,0
Commercant_Informel,205000.0,300000.0,104000.0,0,0.18,0,0,0.9,0,0,0
Planteur_Cacao,381000.0,397000.0,69000.0,2,0.85,0,0,0.11,0,1,0
Fonctionnaire,289000.0,319000.0,99000.0,1,0.15,1,0,0.86,0,0,0
Salarie_Prive,474000.0,341000.0,25000.0,1,0.06,1,1,0.56,0,1,1
Salarie_Prive,749000.0,843000.0,20000.0,1,0.76,1,0,0.65,0,1,0
Planteur_Cacao,404000.0,433000.0,12000.0,1,0.25,1,1,0.18,0,1,0
Commercant_Informel,301000.0,206000.0,50000.0,2,0.63,0,2,0.49,0,1,1
Commercant_Informel,167000.0,93000.0,18000.0,1,0.7,1,0,0.3,0,1,0
Planteur_Cacao,289000.0,319000.0,69000.0,1,0.74,1,0,0.33,0,1,0
Artisan,177000.0,224000.0,5000.0,2,0.84,1,0,0.55,1,1,1
Planteur_Cacao,343000.0,351000.0,63000.0,0,0.29,1,0,0.82,0,0,0
Artisan,277000.0,201000.0,59000.0,0,0.62,0,0,0.76,0,1,0
Commercant_Informel,330000.0,385000.0,72000.0,1,0.14,1,1,0.63,0,0,0
Planteur_Cacao,200000.0,116000.0,35000.0,1,0.38,0,0,0.58,0,1,0
Commercant_Informel,302000.0,285000.0,31000.0,0,0.73,0,1,0.48,0,0,0
Fonctionnaire,460000.0,305000.0,100000.0,1,0.34,1,0,0.97,0,1,0
Salarie_Prive,671000.0,459000.0,112000.0,0,0.52,1,0,0.6,1,0,1
Fonctionnaire,546000.0,384000.0,38000.0,1,0.45,0,0,0.33,0,1,0
Salarie_Prive,348000.0,308000.0,34000.0,0,0.57,1,1,0.3,0,0,0
Salarie_Prive,378000.0,209000.0,54000.0,1,0.83,1,0,0.64,0,1,0
Fonctionnaire,319000.0,287000.0,96000.0,2,0.09,1,0,0.57,0,1,0
Planteur_Cacao,358000.0,362000.0,64000.0,0,0.51,1,0,0.11,0,0,0
Commercant_Informel,322000.0,317000.0,37000.0,1,0.74,0,0,0.84,0,1,0
Planteur_Cacao,578000.0,510000.0,178000.0,0,0.44,1,2,0.73,0,0,1
Artisan,195000.0,262000.0,72000.0,1,0.11,1,0,0.69,0,0,0
Artisan,181000.0,117000.0,22000.0,1,0.5,0,0,0.16,0,1,0
Planteur_Cacao,427000.0,430000.0,88000.0,0,0.32,0,0,0.42,0,0,0
Salarie_Prive,375000.0,211000.0,21000.0,0,0.17,1,0,0.93,0,0,0
Artisan,325000.0,186000.0,48000.0,3,0.73,0,0,0.87,1,1,1
Planteur_Cacao,111000.0,119000.0,19000.0,0,0.47,1,0,0.35,0,0,0
Commercant_Informel,297000.0,316000.0,126000.0,0,0.8,0,0,0.24,0,1,0
Artisan,321000.0,443000.0,90000.0,0,0.69,1,1,0.5,0,0,1
Planteur_Cacao,401000.0,424000.0,87000.0,1,0.6,1,0,0.42,0,1,0
Salarie_Prive,471000.0,688000.0,162000.0,0,0.05,0,0,0.71,1,0,1
Planteur_Cacao,336000.0,184000.0,68000.0,1,0.39,1,1,0.96,1,0,1
Artisan,189000.0,113000.0,37000.0,1,0.21,0,1,0.42,0,1,0
Artisan,282000.0,154000.0,29000.0,0,0.78,1,0,0.16,0,0,0
Artisan,67000.0,46000.0,14000.0,0,0.19,0,0,0.9,0,0,0
Commercant_Informel,418000.0,435000.0,106000.0,0,0.28,0,1,0.13,0,0,0
Fonctionnaire,306000.0,351000.0,73000.0,1,0.46,1,0,0.95,0,0,0
Fonctionnaire,399000.0,218000.0,20000.0,0,0.26,0,0,0.69,0,0,0
Planteur_Cacao,323000.0,467000.0,92000.0,2,0.22,1,4,0.94,0,1,1
Fonctionnaire,467000.0,627000.0,71000.0,0,0.53,0,0,0.28,0,1,0
Planteur_Cacao,112000.0,89000.0,33000.0,1,0.12,1,0,0.14,0,0,0
Commercant_Informel,322000.0,186000.0,27000.0,0,0.1,0,0,0.53,0,0,0
Planteur_Cacao,764000.0,512000.0,196000.0,0,0.35,1,2,0.5,0,0,1
Planteur_Cacao,155000.0,97000.0,22000.0,0,0.63,1,0,0.4,0,0,0
Planteur_Cacao,434000.0,271000.0,70000.0,0,0.49,1,1,0.95,0,0,1
Salarie_Prive,401000.0,408000.0,92000.0,0,0.39,1,0,0.83,0,0,0
Planteur_Cacao,477000.0,356000.0,25000.0,0,0.5,0,0,0.69,0,1,0
Salarie_Prive,503000.0,432000.0,70000.0,1,0.34,1,0,0.24,0,0,0
Planteur_Cacao,285000.0,424000.0,24000.0,2,0.8,0,0,0.75,0,1,0
Planteur_Cacao,488000.0,578000.0,148000.0,2,0.09,1,0,0.75,0,1,0
Commercant_Informel,442000.0,641000.0,122000.0,2,0.59,1,0,0.48,0,1,0
Salarie_Prive,471000.0,303000.0,96000.0,1,0.76,1,1,0.92,0,1,1
Planteur_Cacao,530000.0,467000.0,48000.0,0,0.69,0,0,0.25,0,1,0
Salarie_Prive,306000.0,323000.0,27000.0,0,0.2,0,1,0.34,0,1,1
Fonctionnaire,343000.0,198000.0,35000.0,1,0.29,1,0,0.16,0,0,0
Salarie_Prive,571000.0,288000.0,107000.0,1,0.62,1,1,0.81,0,1,1
Planteur_Cacao,667000.0,781000.0,226000.0,0,0.12,1,1,0.65,0,0,0
Planteur_Cacao,464000.0,530000.0,95000.0,1,0.7,0,0,0.38,0,1,0
Fonctionnaire,395000.0,360000.0,78000.0,0,0.63,1,0,0.25,1,0,1
Planteur_Cacao,400000.0,396000.0,21000.0,0,0.63,0,0,0.14,0,1,0
Fonctionnaire,320000.0,293000.0,115000.0,2,0.13,1,1,0.25,0,1,0
Commercant_Informel,334000.0,175000.0,48000.0,0,0.62,0,2,0.5,1,1,1
Artisan,253000.0,211000.0,27000.0,2,0.59,0,1,0.32,0,1,0
Salarie_Prive,432000.0,293000.0,71000.0,0,0.71,1,0,0.33,0,0,0
Artisan,172000.0,103000.0,6000.0,1,0.08,1,1,0.88,0,1,1
Commercant_Informel,304000.0,443000.0,171000.0,0,0.07,1,0,0.56,0,0,0
Salarie_Prive,434000.0,478000.0,41000.0,1,0.35,1,0,0.75,0,1,0
Commercant_Informel,274000.0,337000.0,90000.0,1,0.17,0,0,0.13,0,0,0
Commercant_Informel,469000.0,382000.0,43000.0,1,0.5,1,0,0.42,0,0,0
Salarie_Prive,463000.0,413000.0,121000.0,0,0.78,0,0,0.53,0,0,0
Fonctionnaire,391000.0,288000.0,91000.0,0,0.36,1,0,0.27,0,0,0
Artisan,161000.0,96000.0,27000.0,2,0.73,1,0,0.21,0,1,0
Salarie_Prive,612000.0,415000.0,105000.0,1,0.05,1,0,0.87,0,0,0
Commercant_Informel,264000.0,342000.0,123000.0,1,0.18,1,0,0.94,0,0,0
Commercant_Informel,222000.0,261000.0,13000.0,1,0.07,1,0,0.17,0,0,0
Salarie_Prive,698000.0,731000.0,107000.0,0,0.31,1,1,0.41,0,0,0
Planteur_Cacao,656000.0,639000.0,73000.0,2,0.78,1,0,0.95,0,1,0
Planteur_Cacao,292000.0,415000.0,164000.0,0,0.13,1,0,0.17,0,0,0
Commercant_Informel,112000.0,64000.0,11000.0,1,0.54,1,0,0.67,0,1,0
Planteur_Cacao,581000.0,454000.0,135000.0,0,0.41,1,0,0.97,1,0,1
Planteur_Cacao,277000.0,235000.0,66000.0,1,0.8,1,4,0.97,0,1,1
Planteur_Cacao,542000.0,695000.0,70000.0,0,0.15,0,0,0.52,0,0,0
Planteur_Cacao,60000.0,90000.0,10000.0,1,0.22,1,1,0.24,0,1,0
Planteur_Cacao,561000.0,415000.0,53000.0,0,0.07,0,1,0.28,0,0,0
Artisan,127000.0,175000.0,31000.0,1,0.4,1,1,0.89,0,0,1
Commercant_Informel,346000.0,460000.0,50000.0,0,0.27,0,1,0.91,0,0,1
Commercant_Informel,281000.0,204000.0,6000.0,2,0.75,1,1,0.64,0,1,1
Salarie_Prive,357000.0,321000.0,114000.0,1,0.53,0,2,0.78,0,1,1
Planteur_Cacao,327000.0,297000.0,115000.0,0,0.54,1,0,0.76,0,0,0
Artisan,241000.0,357000.0,53000.0,2,0.48,0,0,0.69,0,1,0
Salarie_Prive,516000.0,351000.0,52000.0,0,0.12,1,1,0.84,0,0,1
Planteur_Cacao,505000.0,656000.0,15000.0,0,0.41,1,0,0.71,0,0,0
Commercant_Informel,458000.0,382000.0,106000.0,0,0.85,0,0,0.58,0,0,0
Fonctionnaire,295000.0,363000.0,121000.0,0,0.72,1,0,0.31,0,0,0
Artisan,297000.0,273000.0,21000.0,0,0.76,1,0,0.76,0,0,0
Commercant_Informel,289000.0,312000.0,25000.0,1,0.71,1,0,0.52,0,1,0
Salarie_Prive,365000.0,487000.0,156000.0,0,0.13,1,2,0.36,0,0,1
Planteur_Cacao,161000.0,209000.0,53000.0,2,0.23,0,2,0.81,0,1,1
Artisan,189000.0,258000.0,10000.0,0,0.05,1,0,0.72,0,0,0
Planteur_Cacao,566000.0,317000.0,81000.0,1,0.29,0,0,0.93,0,1,0
Artisan,192000.0,229000.0,32000.0,0,0.14,1,1,0.25,0,0,0
Salarie_Prive,727000.0,465000.0,74000.0,1,0.43,1,0,0.68,0,1,0
Salarie_Prive,282000.0,259000.0,81000.0,0,0.59,0,1,0.32,0,0,0
Commercant_Informel,279000.0,292000.0,96000.0,0,0.75,0,1,0.9,0,1,1
Planteur_Cacao,175000.0,158000.0,27000.0,0,0.65,0,0,0.19,0,1,0
Planteur_Cacao,465000.0,475000.0,180000.0,0,0.8,1,1,0.68,0,0,1
Planteur_Cacao,560000.0,838000.0,146000.0,1,0.09,1,0,0.8,0,0,0
Planteur_Cacao,324000.0,206000.0,65000.0,0,0.06,1,0,0.42,0,0,0
Salarie_Prive,109000.0,129000.0,26000.0,0,0.58,1,0,0.95,0,0,0
Commercant_Informel,298000.0,267000.0,96000.0,1,0.28,1,1,0.86,0,0,1
Planteur_Cacao,479000.0,303000.0,111000.0,0,0.25,0,0,0.36,0,0,0
Artisan,224000.0,148000.0,8000.0,1,0.31,0,1,0.11,0,1,0
Fonctionnaire,519000.0,752000.0,283000.0,0,0.27,1,1,0.36,0,0,0
Artisan,136000.0,187000.0,62000.0,0,0.46,1,1,0.35,0,0,0
Artisan,241000.0,339000.0,109000.0,0,0.4,0,0,0.89,0,0,0
Planteur_Cacao,615000.0,917000.0,88000.0,0,0.46,1,0,0.96,0,0,0
Commercant_Informel,120000.0,85000.0,28000.0,1,0.59,1,0,0.16,0,1,0
Salarie_Prive,548000.0,469000.0,161000.0,1,0.36,1,1,0.52,0,0,0
Salarie_Prive,424000.0,496000.0,64000.0,0,0.25,1,0,0.59,0,0,0
Planteur_Cacao,385000.0,379000.0,145000.0,0,0.18,0,0,0.18,0,0,0
Fonctionnaire,448000.0,411000.0,16000.0,1,0.33,1,1,0.44,0,0,0
Planteur_Cacao,312000.0,268000.0,21000.0,1,0.64,1,0,0.38,0,1,0
Planteur_Cacao,278000.0,304000.0,68000.0,0,0.66,1,0,0.58,0,0,0
Commercant_Informel,283000.0,304000.0,73000.0,0,0.58,0,0,0.69,0,0,0
Commercant_Informel,182000.0,120000.0,32000.0,0,0.24,0,0,0.73,0,0,0
Commercant_Informel,182000.0,177000.0,5000.0,0,0.52,1,0,0.22,0,0,0
Planteur_Cacao,522000.0,550000.0,212000.0,0,0.51,1,0,0.82,0,0,0
Fonctionnaire,328000.0,351000.0,13000.0,1,0.44,1,0,0.7,0,1,0
Planteur_Cacao,520000.0,369000.0,27000.0,1,0.49,1,1,0.89,0,1,1
Planteur_Cacao,483000.0,600000.0,15000.0,1,0.44,0,1,0.5,0,1,0
Fonctionnaire,282000.0,148000.0,35000.0,0,0.5,1,1,0.9,0,0,1
Artisan,159000.0,136000.0,51000.0,0,0.62,1,0,0.87,0,0,0
Fonctionnaire,516000.0,660000.0,180000.0,2,0.14,0,1,0.49,0,1,1
Fonctionnaire,342000.0,363000.0,121000.0,0,0.65,1,0,0.44,0,0,0
Salarie_Prive,430000.0,328000.0,8000.0,1,0.16,0,0,0.93,0,1,0
Commercant_Informel,322000.0,384000.0,87000.0,1,0.1,1,1,0.74,0,1,0
Planteur_Cacao,541000.0,577000.0,112000.0,0,0.83,1,1,0.93,0,0,1
Commercant_Informel,257000.0,334000.0,70000.0,1,0.82,0,0,0.81,0,1,0
Commercant_Informel,226000.0,279000.0,13000.0,0,0.1,1,0,0.64,0,0,0
Planteur_Cacao,656000.0,728000.0,204000.0,0,0.4,0,0,0.2,0,0,0
Salarie_Prive,761000.0,752000.0,159000.0,1,0.2,1,0,0.36,0,0,0
Commercant_Informel,368000.0,233000.0,72000.0,0,0.44,1,1,0.96,0,0,1
Planteur_Cacao,415000.0,316000.0,65000.0,1,0.71,0,0,0.38,0,1,0
Planteur_Cacao,255000.0,234000.0,18000.0,2,0.81,1,0,0.18,0,1,0
Salarie_Prive,375000.0,413000.0,110000.0,1,0.56,0,1,0.73,0,1,1
Planteur_Cacao,494000.0,501000.0,43000.0,0,0.33,1,1,0.75,0,0,1
Fonctionnaire,453000.0,357000.0,126000.0,0,0.53,1,1,0.35,1,0,1
Commercant_Informel,406000.0,206000.0,52000.0,0,0.3,1,0,0.36,0,0,0
Commercant_Informel,339000.0,337000.0,27000.0,1,0.78,1,2,0.52,0,1,1
Commercant_Informel,145000.0,114000.0,44000.0,2,0.75,1,0,0.12,0,1,0
Fonctionnaire,504000.0,622000.0,135000.0,2,0.5,1,0,0.8,0,1,0
Planteur_Cacao,220000.0,115000.0,6000.0,1,0.31,1,0,0.38,0,1,0
Salarie_Prive,442000.0,480000.0,124000.0,1,0.28,1,1,0.86,0,0,1
Commercant_Informel,303000.0,436000.0,51000.0,2,0.08,0,1,0.81,0,1,1
Planteur_Cacao,759000.0,512000.0,167000.0,0,0.7,1,2,0.69,0,0,1
Fonctionnaire,669000.0,650000.0,215000.0,0,0.41,0,0,0.39,0,0,0
Salarie_Prive,591000.0,350000.0,137000.0,1,0.31,1,1,0.56,1,0,1
Salarie_Prive,473000.0,532000.0,112000.0,1,0.43,1,1,0.5,0,0,0
Fonctionnaire,463000.0,486000.0,94000.0,1,0.7,0,0,0.4,0,1,0
Fonctionnaire,491000.0,446000.0,136000.0,1,0.15,1,1,0.85,0,0,1
Salarie_Prive,452000.0,462000.0,32000.0,0,0.74,1,1,0.53,0,1,0
Fonctionnaire,564000.0,787000.0,179000.0,0,0.77,1,1,0.84,0,0,1
Salarie_Prive,535000.0,372000.0,85000.0,0,0.81,1,0,0.19,0,0,0
Salarie_Prive,575000.0,300000.0,16000.0,1,0.37,1,0,0.23,0,0,0
Salarie_Prive,600000.0,817000.0,146000.0,1,0.22,0,1,0.97,0,1,1
Salarie_Prive,563000.0,607000.0,209000.0,0,0.35,1,1,0.62,0,0,1
Planteur_Cacao,551000.0,766000.0,265000.0,0,0.32,0,1,0.55,0,0,1
Fonctionnaire,371000.0,407000.0,23000.0,0,0.19,0,0,0.57,0,0,0
Fonctionnaire,375000.0,492000.0,27000.0,0,0.54,1,0,0.29,0,0,0
Planteur_Cacao,202000.0,188000.0,22000.0,2,0.43,1,0,0.74,0,1,0
Fonctionnaire,455000.0,569000.0,200000.0,2,0.74,0,0,0.18,0,1,0
Planteur_Cacao,540000.0,763000.0,53000.0,0,0.08,0,0,0.61,0,0,0
Planteur_Cacao,482000.0,517000.0,152000.0,0,0.57,1,1,0.61,0,0,0
Salarie_Prive,751000.0,511000.0,30000.0,1,0.66,1,1,0.91,0,1,1
Planteur_Cacao,399000.0,307000.0,79000.0,1,0.66,1,0,0.57,0,1,0
Fonctionnaire,473000.0,331000.0,51000.0,0,0.76,1,0,0.22,1,0,0
Fonctionnaire,333000.0,248000.0,79000.0,2,0.63,1,0,0.61,0,1,0
Commercant_Informel,245000.0,198000.0,22000.0,1,0.79,0,1,0.18,0,1,0
Planteur_Cacao,525000.0,554000.0,146000.0,2,0.32,1,0,0.28,0,1,0
Planteur_Cacao,553000.0,601000.0,66000.0,1,0.45,0,1,0.13,0,1,0
Salarie_Prive,456000.0,422000.0,123000.0,0,0.06,1,1,0.56,0,0,1
Artisan,196000.0,218000.0,77000.0,0,0.06,1,0,0.18,0,0,0
Salarie_Prive,272000.0,158000.0,11000.0,0,0.24,1,1,0.52,0,0,0
Planteur_Cacao,336000.0,197000.0,69000.0,0,0.13,0,1,0.93,0,0,1
Salarie_Prive,634000.0,426000.0,105000.0,0,0.26,0,1,0.74,0,0,1
Commercant_Informel,332000.0,338000.0,23000.0,1,0.19,0,0,0.17,0,1,0
Salarie_Prive,575000.0,411000.0,75000.0,0,0.07,1,0,0.3,0,0,0
Planteur_Cacao,409000.0,320000.0,26000.0,0,0.78,1,0,0.7,0,1,0
Salarie_Prive,501000.0,451000.0,129000.0,1,0.06,1,0,0.9,0,0,0
Commercant_Informel,221000.0,289000.0,89000.0,0,0.64,1,0,0.13,0,0,0
Artisan,242000.0,124000.0,7000.0,3,0.17,0,0,0.82,0,1,0
Planteur_Cacao,476000.0,547000.0,116000.0,0,0.78,1,0,0.6,0,1,0
Salarie_Prive,574000.0,671000.0,221000.0,1,0.76,0,0,0.59,0,1,0
Artisan,168000.0,219000.0,82000.0,0,0.57,1,0,0.95,0,0,0
Planteur_Cacao,60000.0,86000.0,18000.0,0,0.59,0,0,0.77,0,0,0
Artisan,266000.0,138000.0,53000.0,1,0.05,0,1,0.86,0,1,1
Salarie_Prive,428000.0,280000.0,63000.0,2,0.84,1,0,0.42,0,1,0
Planteur_Cacao,245000.0,339000.0,58000.0,1,0.75,0,0,0.59,0,1,0
Planteur_Cacao,525000.0,503000.0,172000.0,1,0.77,1,1,0.65,0,1,1
Salarie_Prive,441000.0,470000.0,97000.0,1,0.58,1,1,0.39,0,1,0
Planteur_Cacao,591000.0,687000.0,137000.0,1,0.33,0,0,0.61,0,0,0
Commercant_Informel,336000.0,396000.0,82000.0,0,0.76,0,1,0.31,0,0,1
Planteur_Cacao,523000.0,749000.0,256000.0,2,0.28,1,0,0.23,0,1,0
Salarie_Prive,295000.0,442000.0,148000.0,0,0.5,1,1,0.43,0,0,0
Planteur_Cacao,618000.0,754000.0,131000.0,0,0.13,0,1,0.76,0,0,1
Fonctionnaire,441000.0,347000.0,51000.0,3,0.79,0,1,0.92,0,1,1
Artisan,178000.0,245000.0,51000.0,0,0.16,1,0,0.51,0,0,0
Artisan,209000.0,115000.0,27000.0,2,0.23,0,1,0.67,0,1,1
Salarie_Prive,234000.0,171000.0,19000.0,1,0.5,1,0,0.19,0,1,0
Planteur_Cacao,474000.0,662000.0,213000.0,0,0.66,1,0,0.9,0,0,0
Salarie_Prive,346000.0,261000.0,54000.0,0,0.55,1,0,0.61,0,0,0
Planteur_Cacao,157000.0,113000.0,17000.0,0,0.24,1,1,0.79,0,0,1
Planteur_Cacao,126000.0,80000.0,5000.0,1,0.05,0,1,0.81,0,0,1
Planteur_Cacao,600000.0,816000.0,90000.0,0,0.66,1,0,0.33,0,1,0
Commercant_Informel,223000.0,223000.0,85000.0,1,0.84,0,0,0.57,0,1,0
Salarie_Prive,730000.0,858000.0,117000.0,0,0.7,1,0,0.95,0,0,0
Salarie_Prive,420000.0,310000.0,26000.0,0,0.42,0,1,0.18,0,1,0
Commercant_Informel,126000.0,159000.0,31000.0,1,0.77,0,2,0.71,0,1,1
Planteur_Cacao,199000.0,251000.0,34000.0,0,0.38,0,0,0.96,0,0,0
Artisan,274000.0,223000.0,7000.0,1,0.47,1,1,0.37,0,1,1
Commercant_Informel,266000.0,242000.0,35000.0,0,0.43,1,0,0.87,0,0,0
Commercant_Informel,231000.0,164000.0,37000.0,0,0.41,0,0,0.93,0,0,0
Planteur_Cacao,429000.0,633000.0,145000.0,0,0.67,0,0,0.76,1,0,1
Salarie_Prive,575000.0,659000.0,102000.0,0,0.47,1,0,0.31,1,0,1
Salarie_Prive,668000.0,958000.0,182000.0,1,0.3,0,1,0.4,0,1,0
Planteur_Cacao,661000.0,531000.0,205000.0,0,0.26,1,0,0.13,0,0,0
Planteur_Cacao,335000.0,430000.0,70000.0,0,0.08,1,0,0.84,0,0,0
Salarie_Prive,301000.0,381000.0,45000.0,0,0.52,0,2,0.86,0,1,1
Salarie_Prive,438000.0,522000.0,59000.0,1,0.23,1,0,0.66,0,0,0
Planteur_Cacao,447000.0,655000.0,127000.0,1,0.17,0,1,0.41,0,1,0
Artisan,142000.0,127000.0,39000.0,2,0.57,1,1,0.17,0,1,0
Planteur_Cacao,228000.0,144000.0,14000.0,0,0.59,1,0,0.77,0,0,0
Commercant_Informel,311000.0,364000.0,105000.0,1,0.65,1,0,0.75,0,1,0
Artisan,197000.0,242000.0,7000.0,1,0.45,1,0,0.91,0,1,0
Commercant_Informel,283000.0,304000.0,55000.0,1,0.77,0,0,0.75,0,1,0
Salarie_Prive,386000.0,273000.0,86000.0,3,0.8,1,2,0.84,0,1,1
Commercant_Informel,259000.0,260000.0,39000.0,1,0.7,1,0,0.76,0,1,0
Planteur_Cacao,234000.0,190000.0,44000.0,2,0.56,1,0,0.66,0,1,0
Artisan,253000.0,235000.0,23000.0,2,0.29,1,0,0.48,0,1,0
Commercant_Informel,373000.0,427000.0,129000.0,0,0.84,0,0,0.9,0,1,0
Fonctionnaire,272000.0,339000.0,14000.0,0,0.27,1,0,0.68,0,0,0
Planteur_Cacao,233000.0,170000.0,59000.0,0,0.21,1,0,0.45,0,0,0
Planteur_Cacao,131000.0,118000.0,11000.0,0,0.4,0,0,0.17,0,0,0
Planteur_Cacao,283000.0,218000.0,77000.0,1,0.1,0,1,0.36,0,0,0
Salarie_Prive,487000.0,341000.0,52000.0,0,0.83,0,1,0.58,0,1,0
Commercant_Informel,150000.0,192000.0,57000.0,1,0.52,1,0,0.35,0,1,0
Fonctionnaire,346000.0,488000.0,69000.0,0,0.5,1,1,0.3,0,0,0
Commercant_Informel,190000.0,165000.0,60000.0,0,0.57,0,0,0.57,0,0,0
Artisan,212000.0,266000.0,18000.0,0,0.45,0,0,0.25,0,1,0
Planteur_Cacao,412000.0,576000.0,51000.0,1,0.08,1,0,0.81,0,0,0
Fonctionnaire,362000.0,488000.0,101000.0,1,0.54,0,0,0.53,0,1,0
Salarie_Prive,527000.0,360000.0,18000.0,1,0.62,1,1,0.61,0,1,1
Salarie_Prive,418000.0,609000.0,58000.0,0,0.38,1,0,0.23,0,0,0
Fonctionnaire,398000.0,349000.0,132000.0,0,0.66,0,1,0.39,0,0,0
Salarie_Prive,751000.0,630000.0,246000.0,0,0.23,0,0,0.46,0,0,0
Salarie_Prive,701000.0,394000.0,64000.0,0,0.23,1,0,0.82,0,0,0
Planteur_Cacao,166000.0,164000.0,61000.0,0,0.18,0,0,0.79,0,0,0
Planteur_Cacao,549000.0,335000.0,76000.0,1,0.35,1,0,0.3,0,0,0
Artisan,249000.0,186000.0,23000.0,0,0.73,1,0,0.65,0,1,0
Salarie_Prive,328000.0,268000.0,77000.0,0,0.71,0,0,0.32,0,1,0
Salarie_Prive,623000.0,815000.0,220000.0,1,0.36,0,1,0.98,0,1,1
Commercant_Informel,418000.0,576000.0,228000.0,2,0.52,1,1,0.95,0,1,1
Planteur_Cacao,198000.0,159000.0,19000.0,0,0.63,1,0,0.6,0,0,0
Planteur_Cacao,235000.0,319000.0,88000.0,0,0.24,1,0,0.72,0,0,0
Salarie_Prive,653000.0,886000.0,35000.0,1,0.18,0,1,0.81,0,1,1
Commercant_Informel,304000.0,385000.0,24000.0,0,0.83,1,0,0.74,0,1,0
Planteur_Cacao,499000.0,323000.0,7000.0,0,0.54,0,0,0.72,0,0,0
